motor,nombre,frase,tiempo_sintesis_s,std_tiempo_s,ttfb_s,warmup_s,duracion_audio_s,rtf,std_rtf,ram_pico_mb,cpu_pct_pico,cpu_pct_medio,wer,utmos
piper,piper_es_ES-davefx-medium_neutral,El sistema de visión ha identificado con un noventa y cinco por ciento de confianza que el objeto es una persona.,3.416,0.1912,3.4123,3.657,5.92,0.577,0.0323,566.8,84.5,68.2,,
piper,piper_es_ES-davefx-medium_neutral,"Por favor, asegúrate de que el área esté libre de personas antes de iniciar la secuencia de movimiento.",3.171,0.1354,3.1662,2.887,5.46,0.581,0.0248,566.6,87.0,68.7,,
piper,piper_es_ES-davefx-medium_neutral,"El módulo de reconocimiento de voz no interpretó tu comando, por favor habla más despacio y con claridad.",3.185,0.1335,3.1804,2.988,5.4,0.59,0.0247,566.9,84.7,68.5,,
piper,piper_es_ES-davefx-medium_pausado_suave,Sistema listo.,0.747,0.0688,0.7446,0.741,1.32,0.564,0.052,566.5,82.0,69.2,,
piper,piper_es_ES-davefx-medium_pausado_suave,Ruta recalculada.,0.748,0.0497,0.742,0.725,1.31,0.57,0.0378,569.9,82.0,68.6,,
piper,piper_es_ES-davefx-medium_pausado_suave,He detectado tres objetos.,1.218,0.1369,1.2146,1.062,2.03,0.6,0.0674,571.0,84.7,70.0,,
piper,piper_es_ES-davefx-medium_pausado_suave,"Obstáculo detectado, deteniendo.",1.277,0.0348,1.2738,1.252,2.23,0.573,0.0156,574.8,82.2,69.1,,
piper,piper_es_ES-davefx-medium_pausado_suave,Batería cargada al cien por cien.,1.197,0.0367,1.1942,1.218,2.15,0.557,0.0171,577.3,82.2,71.9,,
piper,piper_es_ES-davefx-medium_pausado_suave,"Hola, soy Ana, tu robot asistente personal.",1.544,0.1012,1.5414,1.473,2.9,0.532,0.0349,577.3,83.3,70.7,,
piper,piper_es_ES-davefx-medium_pausado_suave,"Error: batería al quince por ciento, volviendo a la base.",1.933,0.0375,1.9261,2.066,3.47,0.557,0.0108,564.8,82.2,71.3,,
piper,piper_es_ES-davefx-medium_pausado_suave,"Por favor, despeja el camino para que pueda pasar.",1.605,0.0796,1.6014,1.808,2.8,0.574,0.0284,565.1,84.7,70.2,,
piper,piper_es_ES-davefx-medium_pausado_suave,"Iniciando protocolo de emergencia, avisando al operador.",1.999,0.1554,1.9961,1.983,3.49,0.572,0.0445,564.8,84.6,69.7,,
piper,piper_es_ES-davefx-medium_pausado_suave,"Cargando el modelo de lenguaje, esto puede tardar unos segundos.",2.175,0.1662,2.1715,2.126,3.76,0.578,0.0442,565.2,85.2,69.9,,
piper,piper_es_ES-davefx-medium_pausado_suave,He detectado un obstáculo inesperado en mi ruta y estoy buscando un camino alternativo para llegar al destino.,3.614,0.1753,3.6072,3.807,6.57,0.55,0.0267,575.4,84.5,68.0,,
piper,piper_es_ES-davefx-medium_pausado_suave,"La batería se encuentra al doce por ciento, te recomiendo llevarme a la estación de carga lo antes posible.",3.249,0.1426,3.2442,3.108,5.87,0.553,0.0243,577.8,82.1,68.3,,
piper,piper_es_ES-davefx-medium_pausado_suave,El sistema de visión ha identificado con un noventa y cinco por ciento de confianza que el objeto es una persona.,3.801,0.1847,3.7968,3.668,6.63,0.573,0.0279,577.0,82.3,68.1,,
piper,piper_es_ES-davefx-medium_pausado_suave,"Por favor, asegúrate de que el área esté libre de personas antes de iniciar la secuencia de movimiento.",3.388,0.1314,3.3836,3.414,5.87,0.577,0.0224,576.8,86.9,67.6,,
piper,piper_es_ES-davefx-medium_pausado_suave,"El módulo de reconocimiento de voz no interpretó tu comando, por favor habla más despacio y con claridad.",3.342,0.1122,3.3354,3.438,5.94,0.562,0.0189,575.8,84.7,67.9,,
piper,piper_es_ES-mls_10246-low_expresivo_rapido,Sistema listo.,1.131,0.5663,1.1254,0.601,2.9,0.39,0.1955,395.2,84.5,70.8,,
piper,piper_es_ES-mls_10246-low_expresivo_rapido,Ruta recalculada.,3.254,0.637,3.2484,5.901,10.88,0.299,0.0585,611.7,85.9,65.9,,
piper,piper_es_ES-mls_10246-low_expresivo_rapido,He detectado tres objetos.,1.627,0.5305,1.6244,2.351,3.09,0.527,0.1718,624.9,82.0,70.2,,
piper,piper_es_ES-mls_10246-low_expresivo_rapido,"Obstáculo detectado, deteniendo.",3.443,1.091,3.4356,2.092,13.15,0.262,0.083,638.7,84.6,68.0,,
piper,piper_es_ES-mls_10246-low_expresivo_rapido,Batería cargada al cien por cien.,5.108,1.2011,5.1014,4.371,12.13,0.421,0.099,749.5,82.1,66.1,,
piper,piper_es_ES-mls_10246-low_expresivo_rapido,"Hola, soy Ana, tu robot asistente personal.",3.286,1.276,3.2825,3.356,8.77,0.375,0.1455,761.3,84.7,68.9,,
piper,piper_es_ES-mls_10246-low_expresivo_rapido,"Error: batería al quince por ciento, volviendo a la base.",1.987,0.208,1.9838,1.775,4.61,0.431,0.0451,748.6,84.6,70.7,,
piper,piper_es_ES-mls_10246-low_expresivo_rapido,"Por favor, despeja el camino para que pueda pasar.",2.022,0.6999,2.0182,2.553,5.01,0.404,0.1398,762.0,82.6,70.1,,
piper,piper_es_ES-mls_10246-low_expresivo_rapido,"Iniciando protocolo de emergencia, avisando al operador.",2.713,0.721,2.7085,3.007,7.42,0.365,0.0971,765.6,81.9,69.0,,
piper,piper_es_ES-mls_10246-low_expresivo_rapido,"Cargando el modelo de lenguaje, esto puede tardar unos segundos.",2.657,0.6389,2.6514,5.349,4.82,0.552,0.1327,773.9,87.2,69.5,,
piper,piper_es_ES-mls_10246-low_expresivo_rapido,He detectado un obstáculo inesperado en mi ruta y estoy buscando un camino alternativo para llegar al destino.,2.593,0.0922,2.5872,2.739,6.21,0.418,0.0149,773.9,87.0,70.3,,
piper,piper_es_ES-mls_10246-low_expresivo_rapido,"La batería se encuentra al doce por ciento, te recomiendo llevarme a la estación de carga lo antes posible.",2.623,0.1632,2.6189,2.321,5.95,0.441,0.0274,777.6,80.7,70.1,,
piper,piper_es_ES-mls_10246-low_expresivo_rapido,El sistema de visión ha identificado con un noventa y cinco por ciento de confianza que el objeto es una persona.,2.729,0.1956,2.7249,3.073,7.17,0.381,0.0273,777.6,84.4,70.2,,
piper,piper_es_ES-mls_10246-low_expresivo_rapido,"Por favor, asegúrate de que el área esté libre de personas antes de iniciar la secuencia de movimiento.",2.463,0.1644,2.4589,2.671,5.57,0.442,0.0295,777.6,82.2,70.4,,
piper,piper_es_ES-mls_10246-low_expresivo_rapido,"El módulo de reconocimiento de voz no interpretó tu comando, por favor habla más despacio y con claridad.",2.987,0.2502,2.982,2.884,7.49,0.399,0.0334,777.6,82.2,69.7,,
piper,piper_es_ES-mls_10246-low_neutral,Sistema listo.,0.77,0.5338,0.7683,0.586,1.01,0.764,0.5295,777.8,82.2,73.3,,
piper,piper_es_ES-mls_10246-low_neutral,Ruta recalculada.,3.054,1.1042,3.0461,4.013,8.43,0.362,0.131,777.8,84.6,68.3,,
piper,piper_es_ES-mls_10246-low_neutral,He detectado tres objetos.,1.972,0.9127,1.9683,2.072,5.38,0.367,0.1698,748.8,84.5,70.4,,
piper,piper_es_ES-mls_10246-low_neutral,"Obstáculo detectado, deteniendo.",3.801,1.2182,3.7936,1.482,15.81,0.24,0.0771,780.0,84.6,67.7,,
piper,piper_es_ES-mls_10246-low_neutral,Batería cargada al cien por cien.,3.147,1.1547,3.143,5.686,11.62,0.271,0.0994,769.0,84.7,68.8,,
piper,piper_es_ES-mls_10246-low_neutral,"Hola, soy Ana, tu robot asistente personal.",2.643,0.6243,2.6378,2.028,8.11,0.326,0.077,776.5,82.1,68.9,,
piper,piper_es_ES-mls_10246-low_neutral,"Error: batería al quince por ciento, volviendo a la base.",2.449,0.9058,2.4439,2.374,4.43,0.553,0.2044,792.0,82.2,69.5,,
piper,piper_es_ES-mls_10246-low_neutral,"Por favor, despeja el camino para que pueda pasar.",2.835,0.8782,2.8297,1.718,8.74,0.325,0.1005,792.0,82.2,69.7,,
piper,piper_es_ES-mls_10246-low_neutral,"Iniciando protocolo de emergencia, avisando al operador.",2.785,0.6021,2.7808,3.236,5.34,0.521,0.1127,764.4,84.7,70.3,,
piper,piper_es_ES-mls_10246-low_neutral,"Cargando el modelo de lenguaje, esto puede tardar unos segundos.",2.488,0.3554,2.4831,3.145,6.1,0.408,0.0583,780.0,84.2,69.6,,
piper,piper_es_ES-mls_10246-low_neutral,He detectado un obstáculo inesperado en mi ruta y estoy buscando un camino alternativo para llegar al destino.,2.741,0.1357,2.7369,3.079,6.53,0.42,0.0208,788.1,82.0,71.0,,
piper,piper_es_ES-mls_10246-low_neutral,"La batería se encuentra al doce por ciento, te recomiendo llevarme a la estación de carga lo antes posible.",2.705,0.2444,2.7017,2.654,5.47,0.494,0.0447,789.9,84.7,70.1,,
piper,piper_es_ES-mls_10246-low_neutral,El sistema de visión ha identificado con un noventa y cinco por ciento de confianza que el objeto es una persona.,3.018,0.491,3.0142,2.937,6.83,0.442,0.0719,789.9,82.1,69.5,,
piper,piper_es_ES-mls_10246-low_neutral,"Por favor, asegúrate de que el área esté libre de personas antes de iniciar la secuencia de movimiento.",2.641,0.1396,2.6339,2.901,6.32,0.418,0.0221,790.9,84.4,70.2,,
piper,piper_es_ES-mls_10246-low_neutral,"El módulo de reconocimiento de voz no interpretó tu comando, por favor habla más despacio y con claridad.",3.083,0.2712,3.0803,2.529,6.02,0.513,0.0451,790.9,82.2,69.8,,
piper,piper_es_ES-mls_10246-low_pausado_suave,Sistema listo.,0.665,0.1339,0.6623,0.683,1.31,0.507,0.1021,790.9,83.2,70.3,,
piper,piper_es_ES-mls_10246-low_pausado_suave,Ruta recalculada.,2.137,0.6077,2.13,3.121,6.45,0.331,0.0942,790.9,84.7,68.4,,
piper,piper_es_ES-mls_10246-low_pausado_suave,He detectado tres objetos.,1.462,0.302,1.458,1.266,3.31,0.441,0.0912,790.9,84.5,69.7,,
piper,piper_es_ES-mls_10246-low_pausado_suave,"Obstáculo detectado, deteniendo.",3.024,1.0433,3.0186,2.198,4.06,0.744,0.2567,790.9,82.2,67.5,,
piper,piper_es_ES-mls_10246-low_pausado_suave,Batería cargada al cien por cien.,3.142,0.8353,3.1371,2.91,9.97,0.315,0.0838,790.9,82.3,67.5,,
piper,piper_es_ES-mls_10246-low_pausado_suave,"Hola, soy Ana, tu robot asistente personal.",1.77,0.2114,1.7668,2.025,4.75,0.373,0.0445,764.5,82.2,68.5,,
piper,piper_es_ES-mls_10246-low_pausado_suave,"Error: batería al quince por ciento, volviendo a la base.",1.848,0.3131,1.8446,1.674,4.24,0.436,0.0738,778.3,82.2,69.2,,
piper,piper_es_ES-mls_10246-low_pausado_suave,"Por favor, despeja el camino para que pueda pasar.",1.63,0.2528,1.6271,1.587,3.57,0.457,0.0709,780.6,84.5,71.2,,
piper,piper_es_ES-mls_10246-low_pausado_suave,"Iniciando protocolo de emergencia, avisando al operador.",1.827,0.2662,1.8233,1.996,3.73,0.49,0.0714,780.6,81.4,70.0,,
piper,piper_es_ES-mls_10246-low_pausado_suave,"Cargando el modelo de lenguaje, esto puede tardar unos segundos.",2.262,0.1998,2.2591,2.208,4.85,0.467,0.0412,780.6,84.5,69.3,,
piper,piper_es_ES-mls_10246-low_pausado_suave,He detectado un obstáculo inesperado en mi ruta y estoy buscando un camino alternativo para llegar al destino.,2.884,0.3224,2.8798,2.998,6.46,0.446,0.0499,780.9,81.7,67.8,,
piper,piper_es_ES-mls_10246-low_pausado_suave,"La batería se encuentra al doce por ciento, te recomiendo llevarme a la estación de carga lo antes posible.",2.695,0.1122,2.6917,2.623,6.19,0.435,0.0181,787.4,84.5,68.9,,
piper,piper_es_ES-mls_10246-low_pausado_suave,El sistema de visión ha identificado con un noventa y cinco por ciento de confianza que el objeto es una persona.,2.939,0.2426,2.9346,2.888,6.51,0.451,0.0373,789.5,84.4,68.7,,
piper,piper_es_ES-mls_10246-low_pausado_suave,"Por favor, asegúrate de que el área esté libre de personas antes de iniciar la secuencia de movimiento.",2.753,0.218,2.7485,2.528,5.78,0.477,0.0378,789.8,82.2,68.2,,
piper,piper_es_ES-mls_10246-low_pausado_suave,"El módulo de reconocimiento de voz no interpretó tu comando, por favor habla más despacio y con claridad.",2.803,0.1909,2.7991,3.168,5.76,0.487,0.0331,789.8,82.1,68.6,,
piper,piper_es_ES-sharvard-medium_expresivo_rapido,Sistema listo.,0.58,0.0412,0.577,0.578,0.93,0.625,0.0444,353.2,84.5,72.7,,
piper,piper_es_ES-sharvard-medium_expresivo_rapido,Ruta recalculada.,0.68,0.0553,0.6775,0.679,1.08,0.629,0.0512,374.7,82.1,73.8,,
piper,piper_es_ES-sharvard-medium_expresivo_rapido,He detectado tres objetos.,0.931,0.0891,0.9284,0.849,1.49,0.626,0.0599,390.1,82.1,72.5,,
piper,piper_es_ES-sharvard-medium_expresivo_rapido,"Obstáculo detectado, deteniendo.",1.073,0.0125,1.0679,1.123,1.94,0.553,0.0064,393.2,83.8,72.0,,
piper,piper_es_ES-sharvard-medium_expresivo_rapido,Batería cargada al cien por cien.,1.091,0.0658,1.0876,1.139,1.96,0.556,0.0335,395.6,81.8,72.0,,
piper,piper_es_ES-sharvard-medium_expresivo_rapido,"Hola, soy Ana, tu robot asistente personal.",1.392,0.022,1.3893,1.466,2.52,0.553,0.0087,434.0,84.7,71.4,,
piper,piper_es_ES-sharvard-medium_expresivo_rapido,"Error: batería al quince por ciento, volviendo a la base.",1.875,0.0668,1.8694,1.886,3.29,0.571,0.0203,477.4,84.7,71.8,,
piper,piper_es_ES-sharvard-medium_expresivo_rapido,"Por favor, despeja el camino para que pueda pasar.",1.475,0.0674,1.4721,1.449,2.62,0.562,0.0257,486.5,84.8,71.5,,
piper,piper_es_ES-sharvard-medium_expresivo_rapido,"Iniciando protocolo de emergencia, avisando al operador.",1.808,0.0631,1.803,1.795,3.15,0.575,0.0201,487.8,82.0,71.2,,
piper,piper_es_ES-sharvard-medium_expresivo_rapido,"Cargando el modelo de lenguaje, esto puede tardar unos segundos.",1.966,0.0556,1.9619,1.977,3.39,0.58,0.0164,492.9,82.2,70.9,,
piper,piper_es_ES-sharvard-medium_expresivo_rapido,He detectado un obstáculo inesperado en mi ruta y estoy buscando un camino alternativo para llegar al destino.,3.094,0.0551,3.089,3.101,5.68,0.545,0.0097,496.5,82.2,69.3,,
piper,piper_es_ES-sharvard-medium_expresivo_rapido,"La batería se encuentra al doce por ciento, te recomiendo llevarme a la estación de carga lo antes posible.",3.173,0.0692,3.1666,3.135,5.65,0.561,0.0122,505.2,84.6,70.1,,
piper,piper_es_ES-sharvard-medium_expresivo_rapido,El sistema de visión ha identificado con un noventa y cinco por ciento de confianza que el objeto es una persona.,3.466,0.1112,3.4615,3.35,6.18,0.561,0.018,543.8,84.5,69.1,,
piper,piper_es_ES-sharvard-medium_expresivo_rapido,"Por favor, asegúrate de que el área esté libre de personas antes de iniciar la secuencia de movimiento.",3.115,0.0983,3.1106,3.257,5.5,0.566,0.0179,600.9,84.7,70.5,,
piper,piper_es_ES-sharvard-medium_expresivo_rapido,"El módulo de reconocimiento de voz no interpretó tu comando, por favor habla más despacio y con claridad.",3.233,0.1269,3.2252,3.431,5.74,0.564,0.0221,630.8,82.9,70.1,,
piper,piper_es_ES-sharvard-medium_neutral,Sistema listo.,0.656,0.045,0.6537,0.607,1.02,0.642,0.044,635.9,84.6,71.7,,
piper,piper_es_ES-sharvard-medium_neutral,Ruta recalculada.,0.664,0.0242,0.6624,0.734,1.15,0.578,0.0211,635.9,84.6,72.7,,
piper,piper_es_ES-sharvard-medium_neutral,He detectado tres objetos.,0.933,0.021,0.9319,0.898,1.54,0.605,0.0136,635.9,84.7,72.2,,
piper,piper_es_ES-sharvard-medium_neutral,"Obstáculo detectado, deteniendo.",1.215,0.0674,1.2124,1.204,2.1,0.578,0.0321,635.9,84.7,70.2,,
piper,piper_es_ES-sharvard-medium_neutral,Batería cargada al cien por cien.,1.234,0.0443,1.2304,1.204,2.11,0.584,0.021,635.9,82.2,73.0,,
piper,piper_es_ES-sharvard-medium_neutral,"Hola, soy Ana, tu robot asistente personal.",1.553,0.0593,1.5491,1.706,2.75,0.564,0.0216,635.9,84.6,71.8,,
piper,piper_es_ES-sharvard-medium_neutral,"Error: batería al quince por ciento, volviendo a la base.",1.972,0.0585,1.9679,2.083,3.55,0.555,0.0165,635.9,82.2,70.3,,
piper,piper_es_ES-sharvard-medium_neutral,"Por favor, despeja el camino para que pueda pasar.",1.58,0.0304,1.5774,1.554,2.84,0.556,0.0107,635.9,84.5,72.2,,
piper,piper_es_ES-sharvard-medium_neutral,"Iniciando protocolo de emergencia, avisando al operador.",1.915,0.0733,1.9114,2.049,3.26,0.587,0.0225,635.9,82.2,71.2,,
piper,piper_es_ES-sharvard-medium_neutral,"Cargando el modelo de lenguaje, esto puede tardar unos segundos.",2.184,0.1064,2.1809,2.042,3.75,0.582,0.0284,635.9,87.1,71.3,,
piper,piper_es_ES-sharvard-medium_neutral,He detectado un obstáculo inesperado en mi ruta y estoy buscando un camino alternativo para llegar al destino.,3.29,0.0607,3.2846,3.436,6.11,0.539,0.0099,635.9,82.5,69.2,,
piper,piper_es_ES-sharvard-medium_neutral,"La batería se encuentra al doce por ciento, te recomiendo llevarme a la estación de carga lo antes posible.",3.308,0.1341,3.3018,3.357,6.04,0.548,0.0222,606.9,84.1,69.0,,
piper,piper_es_ES-sharvard-medium_neutral,El sistema de visión ha identificado con un noventa y cinco por ciento de confianza que el objeto es una persona.,3.669,0.0574,3.6617,3.733,6.72,0.546,0.0085,609.5,82.1,68.8,,
piper,piper_es_ES-sharvard-medium_neutral,"Por favor, asegúrate de que el área esté libre de personas antes de iniciar la secuencia de movimiento.",3.233,0.0621,3.2263,3.265,6.0,0.539,0.0103,609.7,82.0,69.3,,
piper,piper_es_ES-sharvard-medium_neutral,"El módulo de reconocimiento de voz no interpretó tu comando, por favor habla más despacio y con claridad.",3.582,0.1502,3.5752,3.693,6.23,0.575,0.0241,609.4,82.2,69.4,,
piper,piper_es_ES-sharvard-medium_pausado_suave,Sistema listo.,0.705,0.0183,0.7036,0.671,1.18,0.595,0.0154,609.4,82.2,70.2,,
piper,piper_es_ES-sharvard-medium_pausado_suave,Ruta recalculada.,0.783,0.0523,0.7812,0.764,1.32,0.592,0.0395,609.4,84.6,71.6,,
piper,piper_es_ES-sharvard-medium_pausado_suave,He detectado tres objetos.,1.053,0.0493,1.0507,0.996,1.82,0.578,0.027,609.4,84.5,71.7,,
piper,piper_es_ES-sharvard-medium_pausado_suave,"Obstáculo detectado, deteniendo.",1.344,0.0466,1.3417,1.398,2.39,0.562,0.0195,612.0,84.5,71.5,,
piper,piper_es_ES-sharvard-medium_pausado_suave,Batería cargada al cien por cien.,1.318,0.0739,1.3141,1.335,2.38,0.554,0.031,617.3,84.5,70.4,,
piper,piper_es_ES-sharvard-medium_pausado_suave,"Hola, soy Ana, tu robot asistente personal.",1.727,0.0364,1.7236,1.803,3.3,0.524,0.011,618.8,82.3,69.5,,
piper,piper_es_ES-sharvard-medium_pausado_suave,"Error: batería al quince por ciento, volviendo a la base.",2.174,0.0799,2.171,2.146,4.11,0.529,0.0194,623.2,84.3,70.7,,
piper,piper_es_ES-sharvard-medium_pausado_suave,"Por favor, despeja el camino para que pueda pasar.",1.787,0.1119,1.7835,1.789,3.2,0.558,0.0349,629.6,84.5,71.2,,
piper,piper_es_ES-sharvard-medium_pausado_suave,"Iniciando protocolo de emergencia, avisando al operador.",2.063,0.073,2.0581,2.166,3.89,0.53,0.0188,629.6,82.2,69.8,,
piper,piper_es_ES-sharvard-medium_pausado_suave,"Cargando el modelo de lenguaje, esto puede tardar unos segundos.",2.357,0.0557,2.353,2.37,4.19,0.562,0.0133,629.6,84.4,70.6,,
piper,piper_es_ES-sharvard-medium_pausado_suave,He detectado un obstáculo inesperado en mi ruta y estoy buscando un camino alternativo para llegar al destino.,3.693,0.1217,3.6882,3.781,6.91,0.535,0.0176,630.4,82.2,69.8,,
piper,piper_es_ES-sharvard-medium_pausado_suave,"La batería se encuentra al doce por ciento, te recomiendo llevarme a la estación de carga lo antes posible.",3.684,0.0506,3.6775,3.818,6.87,0.536,0.0074,610.2,82.2,68.3,,
piper,piper_es_ES-sharvard-medium_pausado_suave,El sistema de visión ha identificado con un noventa y cinco por ciento de confianza que el objeto es una persona.,4.291,0.142,4.2856,4.125,7.77,0.552,0.0183,617.2,82.2,66.8,,
piper,piper_es_ES-sharvard-medium_pausado_suave,"Por favor, asegúrate de que el área esté libre de personas antes de iniciar la secuencia de movimiento.",3.695,0.0411,3.6907,3.627,6.72,0.55,0.0061,617.5,82.2,68.6,,
piper,piper_es_ES-sharvard-medium_pausado_suave,"El módulo de reconocimiento de voz no interpretó tu comando, por favor habla más despacio y con claridad.",3.877,0.0671,3.8711,4.013,7.21,0.538,0.0093,617.3,81.2,68.6,,
coqui,coqui_vits_speed10,Sistema listo.,2.116,0.2183,,2.478,2.61,0.81,0.0835,829.6,72.2,56.3,,
coqui,coqui_vits_speed10,Ruta recalculada.,2.731,0.1819,,2.766,2.61,1.045,0.0696,853.5,74.5,58.2,,
coqui,coqui_vits_speed10,He detectado tres objetos.,2.794,0.1988,,2.924,2.75,1.015,0.0722,856.0,74.8,57.8,,
coqui,coqui_vits_speed10,"Obstáculo detectado, deteniendo.",3.461,0.2329,,3.714,3.31,1.046,0.0704,905.8,79.0,58.0,,
coqui,coqui_vits_speed10,Batería cargada al cien por cien.,3.108,0.1051,,3.254,3.4,0.913,0.0309,897.3,69.6,58.0,,
coqui,coqui_vits_speed10,"Hola, soy Ana, tu robot asistente personal.",3.87,0.3276,,4.18,3.62,1.068,0.0904,948.4,82.0,58.1,,
coqui,coqui_vits_speed10,"Error: batería al quince por ciento, volviendo a la base.",4.948,0.162,,4.87,4.99,0.991,0.0324,1003.5,82.1,58.2,,
coqui,coqui_vits_speed10,"Por favor, despeja el camino para que pueda pasar.",4.308,0.3445,,4.256,4.35,0.989,0.0791,998.9,79.6,58.5,,
coqui,coqui_vits_speed10,"Iniciando protocolo de emergencia, avisando al operador.",4.501,0.1225,,4.717,4.53,0.994,0.0271,985.8,77.2,57.6,,
coqui,coqui_vits_speed10,"Cargando el modelo de lenguaje, esto puede tardar unos segundos.",5.028,0.1575,,5.1,4.92,1.021,0.032,1009.8,79.6,58.6,,
coqui,coqui_vits_speed10,He detectado un obstáculo inesperado en mi ruta y estoy buscando un camino alternativo para llegar al destino.,6.999,0.2206,,7.022,6.92,1.011,0.0319,1102.1,82.2,59.5,,
